Name,Ingredients,Instructions
Vollkorn-Pfannkuchen mit Petersiliencreme (für 4 Portionen),"['2\xa0Eier', '250 ml Milch', '125 g\xa0Weizenvollkornmehl', 'Salz', 'Öl zum Backen', '3 - 4 Bund\xa0Petersilie', '4 EL Walnüsse', '3 EL\xa0Pflanzenöl', '1 EL\xa0Quark', '2\xa0Knoblauchzehen', 'Salz, Pfeffer', '½\xa0Gurke', '6\xa0Tomaten', '1\xa0kleine Zwiebel', '2 EL\xa0Öl', '3 TL\xa0Essig', '½ TL\xa0Zucker']","['Eier mit Mehl und Milch zu einem glatten Teig verrühren.', 'Petersilie waschen, trocken tupfen und die Blättchen mit Nüssen, Knoblauch, Quark und Öl im Mixer fein pürieren.', 'Mit Salz und Pfeffer abschmecken.', 'Öl in einer Pfanne erhitzen und aus dem Teig dünne Pfannkuchen backen.', 'Die fertigen Pfannkuchen noch warm mit der Petersiliencreme bestreichen und dicht aufrollen. Die Rollen in Frischhaltefolien wickeln und eine Stunde im Kühlschrank ruhen lassen.', 'Tomaten mit kochendem Wasser überbrühen, Haut einritzen und abziehen. Gurke schälen. Tomate und Gurke würfeln. Zwiebel schälen und sehr klein hacken.', 'Öl, Essig und Zucker zu einer Marinade vermischen. Mit den Gemüsestückchen vermengen.', 'Pfannkuchenrollen in gleichmäßige Scheiben schneiden und mit dem Tomaten-Gurkensalat servieren.']"
Johannisbeer-Muffins,"['200 g rote Johannisbeeren', '250 g\xa0Mehl', '2 TL Backpulver', '50 g\xa0geriebene Mandeln', '1 Prise\xa0Salz', '1 Prise\xa0Zimt', '100 g\xa0Butter', '100 g\xa0brauner Zucker', '2\xa0Eier']","['Backofen vorheizen, Muffinblech einfetten.', 'Johannisbeeren waschen, trocknen und von Stielen befreien.', 'Mehl, Backpulver, Mandeln, Salz und Zimt gründlich vermischen.', 'In einer anderen, größeren Schüssel Butter, Zucker und Eigelb verrühren.', 'Mehl-Mandel-Mischung zügig darunter heben.', 'Eiklar zu festen Eischnee schlagen und zusammen mit den Johannisbeeren vorsichtig unterheben.', 'Teig in die Förmchen füllen und 20 bis 25 Minuten bei circa 180 Grad Celsius auf mittlerer Schiene backen.']"
Erdbeerjoghurt (für 4 Portionen),"['500 g\xa0Erdbeeren', '½ Zitrone (Saft)', '500 g\xa0Naturjoghurt', '4 Blätter frische Minze', '3 TL\xa0Zucker', '1/2 TL\xa0gemahlener Kardamom', '4 EL\xa0Pinienkerne']","['Erdbeeren waschen, trocknen, entstielen und vierteln, mit Zitronensaft vermischen.', 'Minzeblätter waschen, klein zupfen, mit Joghurt, Zucker und Kardamom verrühren.', 'Joghurt in vier Schüsselchen verteilen.', 'Erdbeerviertel auf den Joghurt geben.', 'Pinienkerne ohne Fett in einer Pfanne goldgelb rösten, leicht abkühlen lassen und über die Erdbeeren verteilen.']"
Quinoa-Auflauf mit Zucchini (für 4 Portionen),"['250 g \xa0\xa0Quinoa', '4 \xa0\xa0Eier', '150 g \xa0\xa0Emmentaler', '4 \xa0\xa0Zucchini', '3 rote\xa0\xa0Paprikaschoten', '250 g \xa0\xa0Crème fraîche', 'Salz, Paprika, Curry']","['Quinoa in der Gemüsebrühe etwa 20 Minuten gar ziehen lassen.', 'Eier in Eigelb und Eiweiß trennen. Emmentaler reiben.', '3 Zucchini grob reiben. Paprika halbieren, die Kerne entfernen und waschen. In kleine Würfel schneiden.', 'Quinoa mit Zucchiniraspeln, Paprika, Eigelben, der Hälfte des Käses und Crème fraîche vermengen. Nach Geschmack mit Salz, Paprika und Curry würzen.', 'Eiweiß steif schlagen und unter die Quinoa-Gemüse-Masse heben. In eine gefettete Auflaufform füllen.', 'Die vierte Zucchini in dünne Scheiben schneiden und auf die Auflaufmasse legen.', 'Alles mit dem restlichen geriebenen Käse bestreuen und bei 200°C etwa 30 Minuten goldbraun backen.']"
Himbeerschnitten,"['4 Eier', '1 Pck.\xa0Vanillezucker', '100 g\xa0Zucker', '100 g\xa0feiner Hartweizengrieß', '50 g\xa0Stärke', '1 TL\xa0Backpulver', 'Salz', '500 g\xa0Himbeeren', '1/2\xa0Limette (Saft)', '100 g\xa0Ricotta', '3 EL Honig', '75 g\xa0gehackte Pistazien', '100 g\xa0Schlagsahne']","['Eier trennen. Die Eigelbe mit Zucker und Vanillezucker schaumig schlagen.', 'Grieß, Stärke und Backpulver erst gut vermischen, dann mit der Masse vermengen.', 'Eiweiße mit einer Prise Salz steif schlagen und unter die Eigelbmasse heben.', 'Backofen vorheizen. Backblech mit Backpapier auslegen und Teig darauf dünn verteilen. Bei 200 °C etwa 15-20 Minuten backen. Danach auskühlen lassen.', 'Himbeeren putzen.', 'Ricotta mit Honig, Limettensaft und Pistazien vermischen.', 'Sahne sehr steif schlagen und unter den Ricotta heben.', 'Masse auf dem Teigboden verteilen, in kleine Rechtecke teilen und diese schließlich mit Himbeeren belegen.']"
Matjessalat (für 4 Portionen),"['4\xa0Kartoffeln', '2 Rote Bete', '4 EL Olivenöl', '1 EL\xa0Weißweinessig', '1 EL\xa0Apfelsaft', '1 TL\xa0Senf', 'Salz, Pfeffer', '1\xa0Apfel', '100 g Gewürzgurken', '1\xa0Frühlingszwiebel', '1\xa0grüner Salat (z. B. Lollo bionda)', '8\xa0Matjesfilets']","['Kartoffeln mit Schale bissfest kochen. Rote Bete schälen und gar kochen.', 'Olivenöl, Essig, Apfelsaft, Senf mit Salz und Pfeffer zu einer glatten Sauce vermischen.', 'Apfel waschen, halbieren, vom Kerngehäuse befreien und in sehr kleine Würfel schneiden. Gewürzgurken ebenfalls sehr fein schneiden. Frühlingszwiebel in feine Ringe schneiden. Apfel, Gurke und Frühlingszwiebel zur Öl-Essig-Sauce geben.', 'Salat waschen, trocken schleudern und in mundgerechte Stücke zupfen. Mit der Sauce vermengen.', 'Kartoffeln pellen und würfeln', 'Rote Beete in Streifen schneiden.', 'Matjesfilets in Streifen schneiden und mit Kartoffeln unter den Salat heben. Mit den Rote-Bete-Streifen garnieren.']"
Nudeln mit Spargel und Pesto (für 4 Portionen),"['750 g weißer Spargel', 'Salz, Zucker', '400 g\xa0grüne Bandnudeln', '1-2 Knoblauchzehen, geschält', '1/2 TL\xa0Salz, schwarzer Pfeffer aus der Mühle', '50 g\xa0Pinienkerne', '50 g\xa0Parmesan', '2 Bd. Basilikum', '50 ml\xa0Olivenöl extra vergine']","['Klein geschnittenen Knoblauch, Parmesan, Pinienkerne, Salz und Pfeffer im Mörser oder in der Küchenmaschine fein zerkleinern.', 'Basilikum waschen, trocken tupfen und einige Blätter zur Dekoration beiseite legen. Übrige Blätter von Stielen befreien, in den Mörser geben und mit den restlichen Zutaten zu einer Paste verarbeiten, währenddessen das Olivenöl nach und nach zugeben.', 'Spargel schälen, holzige Enden abschneiden, die Stangen in gleichmäßige Stücke schneiden.', '500 ml Wasser mit je einer Prise Salz und Zucker zum Kochen bringen, Spargelstücke darin 8 bis 10 Minuten knapp garen. Herausnehmen gut abtropfen lassen. Spargelwasser aufbewahren.', 'Nudeln in reichlich Salzwasser bissfest kochen und abgießen.', 'Spargelstücke und Basilikum-Pesto vorsichtig unter die heißen Nudeln mischen, evtl. einige Löffel Spargelwasser zufügen. Das Gericht mit Basilikumblättern garnieren.']"
Gnocchi auf Paprikagemüse  (für 2 Portionen),"['100 g\xa0Rucola', '1\xa0rote Paprikaschote', '1\xa0gelbe Paprikaschote', '1\xa0grüne Paprikaschote', '2\xa0Äpfel', '2 Zwiebeln', '2\xa0Knoblauch', '3 EL\xa0Olivenöl', '2\xa0Lorbeerblätter', '100 ml Apfelsaft', 'Salz, Pfeffer', '400 g\xa0Gnocchi (aus dem Kühlregal)', '1 EL\xa0Butter']","['Rucola waschen, abtropfen lassen und klein schneiden.', 'Paprikaschoten halbieren, Kerne entfernen und auswaschen. Äpfel waschen, vierteln, Kerngehäuse entfernen und in Streifen schneiden. Zwiebeln schälen, grob hacken, Knoblauch schälen und sehr fein hacken.', 'Öl erhitzen,\xa0 Zwiebelwürfel und Knoblauch darin anbraten. Paprika, Äpfel und Lorbeerblätter hinzufügen, mit Salz und Pfeffer würzen und mit Apfelsaft aufgießen. Bei geschlossenem Deckel etwa 10 Minuten dünsten.', 'Gnocchi\xa0 - nach Angaben auf der Packung - gar ziehen und abtropfen lassen. Butter in einer Pfanne erhitzen und die Gnocchi darin goldbraun braten.', 'Rucola mit den Gnocchi vermischen.', 'Paprikagemüse auf den vorgewärmten Tellern anrichten, Rucola-Gnocchi darauf verteilen.']"
Spinatkuchen,"['150 g\xa0Quark', '1 TL\xa0Salz', '5 EL\xa0Olivenöl', '5 EL Milch', '300 g\xa0Weizenmehl', '2 TL\xa0Backpulver', '1 kg\xa0frischer Spinat', '2 EL\xa0Olivenöl', '1\xa0Zwiebel', '4\xa0Tomaten', 'einige Zweige\xa0Petersilie, Thymian, Majoran', '2\xa0Knoblauchzehen', '3\xa0Eier', '100 g\xa0Schmand', '150 g\xa0Blauschimmelkäse', 'Salz, Pfeffer']","['In einer großen Schüssel Quark, Salz, Milch und Olivenöl glatt rühren.', 'Mehl und Backpulver mischen, nach und nach zur Quarkmasse geben und zu einem glatten Teig verkneten.', 'Spinat putzen, waschen, gut trocken schleudern und fein hacken. In einem großen Topf mit 2 Esslöffeln Öl unter Rühren kurz erhitzen, bis er zusammenfällt.', 'Zwiebeln und Knoblauch schälen und ebenfalls fein hacken. Tomaten halbieren, entkernen und würfeln.', 'Blättchen der Kräuter von den Stilen zupfen.', 'Alle Gemüse und Kräuter mit Eiern und Schmand mischen. Mit Salz und Pfeffer würzen.', 'Backofen auf 200°C vorheizen.', 'Springform einfetten. Teig ausrollen und den Boden der Springform damit auslegen, den Teig am Rand\xa0 3 cm hochziehen. Evtl. mit trocken Erbsen beschweren, damit er beim Backen in Form bleibt.', 'Teigboden auf unterer Schiene 15 Minuten vorbacken.', 'Gemüse-Eiermasse auf dem Teigboden verteilen.', 'Blauschimmelkäse zerbröseln und darüber streuen, ein wenig andrücken.', 'Weitere 30-40 Minuten bei 175 Grad fertig backen.']"
Gefüllte Paprikaschoten (für 4 Portionen),"['1 Tasse\xa0Couscous', '2 Tassen\xa0Gemüsebrühe', '5 - 6 rote Paprikaschoten', '1 Zwiebel', '1 EL\xa0Butter', '150 g\xa0Sauerkraut', '3 EL\xa0Crème fraîche', 'Salz, Pfeffer', '2 TL\xa0Currypulver', '1\xa0Apfel', '2\xa0Mohrrüben', '150 g\xa0mittelalter Gouda']","['Couscous in der Brühe aufkochen und bei abgeschaltetem Herd ausquellen lassen (gemäß Anleitung auf der Verpackung).', 'Paprikaschoten längs halbieren, Seitenwände und Kerne entfernen, waschen.', 'Zwiebel abziehen und fein würfeln.', 'Butter in einer Pfanne erhitzen und Zwiebeln darin glasig dünsten. Sauerkraut und Crème fraîche dazugeben, mit Salz, Pfeffer und Curry würzen und etwa 5 Minuten bei geringer Hitze dünsten.', 'Apfel schälen und klein schneiden, Mohrrüben schälen und fein raspeln. Käse reiben.', 'Couscous, Apfel, Möhren und Käse zum Sauerkraut geben und gut durchmischen.', 'Paprikahälften mit der Couscous-Gemüse-Masse füllen und in eine gefettete Auflaufform setzen. 1 – 2 Tassen Wasser angießen. Bei 200 °C etwa 20 Minuten backen.']"
Johannisbeeren auf Kokosreis (für 4 Portionen),"['1\xa0unbehandelte Limette', '500 g\xa0rote Johannisbeeren', '4 EL Apfelsaft', '3 EL\xa0brauner Zucker', '200 g\xa0Milchreis', '400 ml Kokosmilch', '50 g\xa0Kokosraspeln']","['Limette waschen, Schale abreiben, dann\xa0 die Frucht auspressen.', 'Johannisbeeren waschen und von den Stängeln zupfen.', 'Limettensaft, Apfelsaft und 1 Esslöffel Zucker verrühren. Johannisbeeren dazugeben und etwa 30 Minuten ziehen lassen.', 'Reis, Kokosmilch, 2 Esslöffel Zucker und abgeriebene Limettenschale in einen Topf geben und einmal aufkochen lassen.', 'Kochplatte auf die kleinste Stufe stellen, den Reis unter Rühren 10 Minuten langsam quellen lassen. Herd ausschalten und weitere 10 Minuten quellen lassen. Abkühlen lassen.', 'Die Hälfte der Johannisbeeren pürieren und durch ein Sieb streichen.', 'Abgekühlten Milchreis in Schälchen füllen. Johannisbeersoße darüber gießen. Die restlichen Beeren und Kokosraspeln darüber verteilen.']"
Erdbeer-Rucola-Salat (für 4 Portionen),"['4 Beeren schwarzer Pfeffer', '500 g\xa0Erdbeeren', '1 Prise\xa0Zucker', '100 g\xa0grüner Blattsalat (Kopf-, Eisbergsalat o. ä.)', '200 g\xa0Rucola', '150 g mittelalter Gouda', '2 EL Olivenöl', '1 EL\xa0Balsamico-Essig', 'Salz']","['Schwarzen Pfeffer im Mörser zerkleinern oder sehr grob mahlen.', 'Erdbeeren waschen, vom Grün befreien und in Viertel schneiden. Mit einer Prise Zucker und dem gemahlenen Pfeffer bestreut beiseite stellen.', 'Salat und Rucola putzen, waschen trocknen und schleudern. Salatblätter zerzupfen.', 'Käse grob reiben.', 'Blattsalat mit Rucola vermengen. Olivenöl, Balsamico-Essig, Salz und Käseraspeln untermischen. Auf Tellern anrichten.', 'Gewürzte Erdbeeren auf dem Salat verteilen.']"
Kartoffelspieße mit Löwenzahn-Pesto,"['30\xa0kleine Kartoffeln, fest kochend', '15\xa0dünne Scheiben Schinkenspeck', 'Salz', '100 g\xa0Löwenzahnblätter', '1\xa0Knoblauchzehe', '1 EL\xa0Essig', '1 Prise\xa0Zucker', '50 ml\xa0Olivenöl', '4 EL\xa0Kürbiskerne', 'Salz, Schwarzer Pfeffer aus der Mühle']","['Kartoffeln mit Schale ca. 10 Minuten knapp gar kochen.', 'Schinkenspeck-Scheiben längs halbieren, die Kartoffeln damit umwickeln. Mit Holzzahnstochern feststecken.', 'Backblech mit Backpapier auslegen, Kartoffeln darauf verteilen und bei 200 °C etwa 15 Minuten backen.', 'Löwenzahn putzen, waschen gut abtropfen lassen.', 'Knoblauch vierteln.', 'Olivenöl, Essig, Löwenzahn, Knoblauch, Zucker, und Kürbiskerne pürieren. Mit Salz und Pfeffer würzen.', 'Löwenzahn-Pesto zu den heißen Kartoffel-Spießen servieren.']"
Blumenkohl-Dinkel-Pfanne,"['200 g\xa0Dinkel', '1\xa0Gemüsebrühe', '1 kg\xa0Blumenkohl', '4\xa0Tomaten', '1 Bund\xa0Petersilie', '3 EL Rapsöl', '3\xa0Eier', '100 ml\xa0Sahne', 'Salz, Pfeffer, Muskat']","['Dinkel in Gemüsebrühe etwa 50 Minuten kochen lassen.', 'Blumenkohl waschen und in gleichmäßige Röschen zerteilen. Die Röschen kurz vor Ende der Kochzeit zum Dinkel geben und etwa 5 Minuten mitziehen lassen. Danach Flüssigkeit abgießen.', 'Tomaten achteln. Petersilie waschen und fein hacken.', 'Rapsöl in einer großen Pfanne erhitzen. Blumenkohl und Dinkel darin anbraten. Tomatenachtel dazugeben.', 'Eier mit der Sahne verquirlen. Mit Salz, Pfeffer und Muskat würzen. Die Hälfte der gehackten Petersilie dazugeben.', 'Eiermasse zum Gemüse in die Pfanne geben und bei mittlerer Hitze langsam ohne Rühren fest werden lassen. Vor dem Servieren die restliche Petersilie über die Blumenkohlpfanne streuen.']"
Kohlrabi-Curry (für 4 Portionen),"['4\xa0Kohlrabi', '1\xa0Mangold', '2\xa0Zwiebeln', '4\xa0Tomaten', '1 Stück\xa0Ingwer (etwa 2 cm)', '4 EL\xa0Rapsöl', '1 – 2 EL Currypulver', '150 ml\xa0Gemüsebrühe', '150 g\xa0Naturjoghurt', 'Salz']","['Kohlrabi schälen und würfeln. Mangold-Blätter waschen. Die Stiele in kleine Stücke schneiden, die Blätter in feine Streifen. Zwiebeln schälen und fein hacken.', 'Tomaten waschen, Strunk entfernen und vierteln. Die Kerne entfernen und die Schiffchen in feine Streifen schneiden.', 'Ingwer schälen und reiben.', 'Rapsöl in einer tiefen Pfanne erhitzen. Zwiebeln, Kohlrabi und die Stücke der Mangoldstiele darin etwa 2 Minuten anbraten. Mit frischem Ingwer, Salz und Curry würzen.', 'Mit Brühe auffüllen, Tomatenstreifen und Mangoldblätter dazugeben und bei geschlossenem Deckel etwa 5 Minuten köcheln lassen. Joghurt unterrühren und nochmals abschmecken.']"
Erbsenpuffer mit Radieschencreme (für 4 Portionen),"['12\xa0mehlig kochende Kartoffeln', '300 g gekochte Erbsen (oder Tiefkühl-Erbsen)', '1\xa0Ei', 'Salz, schwarzer Pfeffer, Muskatnuss', 'Rapsöl zum Ausbacken', '2 Bund\xa0Radieschen mit Grün', '500 g\xa0Quark (20 %)', '150 g\xa0Natur-Joghurt', 'Salz, Pfeffer, Chili']","['Kartoffeln schälen. 6 Kartoffeln sehr fein, 6 grob reiben.', '2/3 der Erbsen mit einer Gabel fein zerdrücken (oder pürieren).', 'Erbsenmasse, Kartoffelraspeln und Ei verrühren. Mit Salz, Pfeffer und Muskat kräftig würzen. Die restlichen Erbsen unterheben.', 'Reichlich Öl in einer Pfanne erhitzen. Je einen gehäuften Esslöffel der Puffermasse in der Pfanne flachdrücken und von beiden Seiten bei mäßiger Hitze etwa 4 Minuten goldbraun backen.', 'Währenddessen Radieschen vom Grün befreien, die schönsten Blätter aufbewahren. Blätter und Radieschen waschen, abtropfen lassen.', 'Radieschen in feine Scheiben, die zurückbehaltenen Blätter in schmale Streifen schneiden.', 'Quark und Joghurt zu einer glatten Masse verrühren. Radieschen und die Blattstreifen untermischen. Mit Salz, Pfeffer und Chili kräftig abschmecken.', 'Erbsenpuffer zusammen mit der Radieschencreme servieren.']"
Pastinaken-Rettich-Suppe (für 4 Portionen),"['1\xa0Zwiebel', '500 g Pastinaken', '2 EL\xa0Raps- oder Sonnenblumenöl', '750 ml\xa0Gemüsebrühe', '250 g\xa0Rettich', '1\xa0kleiner Apfel', '100 ml\xa0Schlagsahne', '150 ml\xa0Milch', '2 TL\xa0Meerrettich', 'Salz, Pfeffer, Muskatnuss', '3\xa0dicke Scheiben Weizenvollkornbrot', '4 Zweige\xa0Thymian', '2 EL\xa0Olivenöl']","['Zwiebel und Pastinaken schälen und würfeln.', 'In heißem Öl andünsten, mit der Brühe aufgießen und etwa 20 Minuten mit geschlossenem Deckel kochen lassen.', 'Rettich fein raspeln, Apfel schälen, entkernen und reiben. Beides zur Suppe geben, einmal aufkochen lassen, anschließend pürieren.', 'Sahne, Milch und Meerrettich zufügen. Mit Salz, Pfeffer und Muskat abschmecken.', 'Brot in gleichmäßige Würfel schneiden. Thymianblättchen von den Stängeln zupfen.', 'Brotwürfel in Olivenöl knusprig anbraten. Mit Thymianblättchen, Salz und Pfeffer würzen.', 'Suppe vor dem Servieren mit den knusprigen Brotwürfeln bestreuen.']"
Spitzkohlsuppe (für 4 Portionen),"['1 Spitzkohl', '2 Zwiebeln', '2 Stangen Sellerie', '2 Möhren', '1,5 l Gemüsebrühe', '50 g Reis', '1 TL Kräuter der Provence', '1 Lorbeerblatt', '1 TL Curry', '1 Bd. Basilikum', 'Salz, Pfeffer, Sambal Oelek']","['Spitzkohl von den äußeren Blättern und dem Strunk befreien. In feine Streifen schneiden und in Salzwasser etwa 5 Minuten sprudelnd kochen. Kalt spülen und abtropfen lassen.', 'Zwiebeln abziehen und hacken. Sellerie und Möhren waschen, schälen und in Scheiben schneiden.', 'Gemüsebrühe zum Kochen bringen. Darin Reis, Zwiebeln, Möhren, Sellerie, Kräuter und Lorbeerblatt bei niedriger Hitze ca. 30 Minuten garen.', 'Das Lorbeerblatt aus der Suppe fischen.', '2 Tassen Gemüse-Reismischung abschöpfen und beiseite stellen.', 'Restliche Suppe pürieren und mit Salz, Pfeffer, Curry und Sambal Oelek scharf abschmecken.', 'Spitzkohlstreifen und Gemüsereis in die Suppe geben, fein gezupfte Basilikumblätter zufügen und weitere 3 Minuten ziehen lassen.']"
Teltower Rübchen mit Honig-Glasur (für 4 Portionen),"['800 g Teltower Rübchen', '4 große Möhren', '100 g\xa0Speck', '50 g Walnusskerne', '50 ml\xa0Gemüsebrühe', 'Salz, Pfeffer, Muskatnuss', '2 EL Honig', 'Saft von 1 Zitrone']","['Rübchen und Möhren waschen und schälen, in 1 cm breite, gleichmäßige Streifen schneiden.', 'Salzwasser zum Kochen bringen und die Gemüsestreifen darin etwa 3 Minuten kochen. Unter kaltem Wasser abschrecken und anschließend abtropfen lassen.', 'Speck in kleine Würfel schneiden, Walnüsse hacken.', 'Speck in einem Topf auslassen. Rübchen und Mohrrübenstreifen im ausgelassenen Fett schwenken, mit der Gemüsebrühe aufgießen.', 'Mit Salz, Pfeffer und frisch geriebenem Muskat würzen.', 'Gemüse kurz mit geöffnetem Deckel weiter garen, bis die Flüssigkeit verdampft ist.', 'Honig und Zitronensaft mit den gehackten Walnüssen vermengen und über das Gemüse geben. Durch Schwenken alle Stücke benetzen, glasiertes Gemüse sofort heiß servieren.']"
Gebratene Pflaumen-Gnocchi mit Salat (für 4 Portionen),"['800 g mehlig kochende Kartoffeln', '75 g\xa0Trockenpflaumen (ohne Stein)', 'frischer Salbei', '80 g Parmesan', '200 g Mehl', '2 Eier', '6 EL weiche Butter', 'Salz, Chili', '1 kleiner Chinakohl', '2 EL Rapsöl', 'Saft von 2 Orangen', '1 Prise Salz', '2 EL brauner Zucker']","['Kartoffeln gar kochen, kalt abspülen, pellen und anschließend durch eine Kartoffelpresse drücken (oder mit dem Stampfer gleichmäßig zerdrücken). Abkühlen lassen.', 'Trockenpflaumen sehr klein schneiden. Salbeiblätter klein schneiden. Parmesan reiben.', 'Kartoffelmasse mit Mehl, 2 EL Butter, Salz und Chili verkneten. Trockenpflaumen darunter mengen. Der Teig sollte nicht klebrig und gut formbar sein. Mit etwas Wasser oder Mehl ist die richtige Konsistenz zu erreichen.', 'Chinakohl von den äußeren Blättern und dem Strunk befreien. In feine Streifen schneiden.', 'Orangensaft mit Öl, Salz und braunem Zucker zu einer Marinade verrühren.', 'Marinade unter den Chinakohl mischen und gut durchziehen lassen.', 'Salzwasser in einem großen Topf zum Kochen bringen. Aus dem Gnocchi-Teig erst fingerdicke Rollen formen und davon etwa 3 cm lange Stücken abschneiden. Mit der Gabel Rillen hineindrücken.', 'Gnocchi ins siedende Wasser geben. Sobald sie an die Oberfläche steigen, abschöpfen und warm stellen.', 'Restliche Butter in einer großen Pfanne zerlassen und die Salbeiblätter darin braten. Gnocchi und Parmesan dazu geben und schwenken.', 'Gnocchi zusammen mit dem Salat servieren.']"
Mandelschnitten (für 4 Portionen),"['75 g Weizenvollkornmehl', '75 g Weißmehl', '1 TL Backpulver', '50 g Puderzucker', '1 Prise Salz', '1 Ei', '120 g Butter', '50 g Honig', '½ TL Zimt', '½ TL Koriander, gemahlen', '1 Pck. Vanillezucker', '100 g gehobelte Mandeln', '100 g Schokoladenkuvertüre, zartbitter']","['Mehl, Backpulver, Puderzucker und Salz gründlich vermischen.', 'Ei und 60 g Butter in Flocken dazugeben und alles schnell zu einem glatten Teig kneten. In Folie wickeln und mindestens eine Stunde kalt stellen.', 'Backofen vorheizen. Teig dünn mit Mehl auf Backpapier zu einem Rechteck ausrollen\xa0 und bei mäßiger Hitze etwa 15 Minuten backen.', 'Honig, restliche Butter, Zimt, Vanillezucker und Koriander erhitzen. Die Masse auf den gebackenen Boden streichen und dicht mit gehobelten Mandeln bestreuen.', 'Teig noch 10 Minuten weiterbacken, bis er goldbraun ist. Noch warm in schmale Rechtecke schneiden und auskühlen lassen.', 'Kuvertüre erhitzen, Mandelstreifen mit einer Seite hineintauchen. Glasur auf einem Kuchengitter fest werden lassen.']"
Gratinierter Fenchel (für 4 Portionen),"['750 g\xa0Fenchelknollen', '6\xa0Kartoffeln', '250 ml\xa0Gemüsebrühe', '500 g\xa0Tomaten', '250 g\xa0Zwiebeln', '2 EL\xa0Butter', 'Salz, Pfeffer, Zucker', '150 g\xa0Gouda', '100 ml Sahne']","['Das Grün von den Fenchelknollen schneiden und aufbewahren. Knollen putzen, waschen, halbieren, Strunk herausschneiden. Knollen in Scheiben schneiden.', 'Kartoffeln schälen und in Würfel schneiden.', 'Gemüsebrühe zum Kochen bringen, Fenchel und Kartoffeln darin etwa 5 Minuten kochen und im Anschluss abtropfen lassen.', 'Die Tomaten etwa 1 Minute in kochendes Wasser geben. Im Anschluss die Haut kreuzweise einritzen und abziehen.', 'Drei Tomaten vierteln, die Kerne herauskratzen und die Viertel in feine Würfel schneiden. Die restlichen in Scheiben schneiden.', 'Zwiebeln schälen und in feine Würfel schneiden.', 'Butter in einer Pfanne erhitzen, Zwiebeln darin glasig anschwitzen, Tomatenscheiben dazugeben und bei geschlossenem Deckel etwa 10 Minuten dünsten. Mit Salz, Pfeffer und Zucker würzen.', 'Käse reiben. Sahne zu den Tomaten geben.', 'Tomaten-Zwiebel-Mischung in eine Auflaufform geben, Fenchelscheiben und Kartoffeln darauf verteilen und den Käse darüber verteilen. Etwa 30 Minuten bei hoher Hitze im Backofen überbacken.', 'Fenchelgrün fein hacken. Mit den Tomatenwürfeln vermengen und vor dem Servieren über das Gratin streuen.']"
Gebackene Rote Bete mit Kräutercreme (für 4 Portionen),"['4 dicke (oder 8 kleinere) Rote Bete', '1 Bd. Schnittlauch', '½ Bd. glatte Petersilie', '200 g Schmand', '250 g Quark', '1 TL Meerrettich', '1 TL Senf', '2 EL Olivenöl', 'Salz, schwarzer Pfeffer']","['Rote Bete gründlich waschen gut abtropfen lassen, fest in Alufolie einwickeln und in eine Auflaufform legen.', 'Im Backofen auf mittlerer Schiene bei 200 Grad ca. 50 Minuten garen (kleinere Exemplare etwas kürzer.', 'Schnittlauch und Petersilie waschen, gut abtropfen lassen und fein hacken.', 'Gehackte Kräuter mit allen übrigen Zutaten zu einer Creme verrühren und nochmals abschmecken.', 'Rote Bete portionsweise auf Tellern anrichten, dabei die Folie etwas öffnen, Kräutercreme darauf geben und mit Sprossen oder gehackten Kräutern überstreuen. Heiß servieren.']"
Kartoffelsalat mit gebratenen Zwiebeln (für 4 Portionen),"['12 festkochende Kartoffeln', '4\xa0Zwiebeln', '1 EL\xa0Butter', '3\xa0rote Äpfel', '1 kl. Glas\xa0Cornichons', '1 Becher\xa0Schmand', '200 - 250 ml\xa0Gemüsebrühe', '2 TL\xa0Schnittlauch (gefroren)', '2 TL\xa0Petersilie (gefroren)', 'Salz, Senf']","['Kartoffeln waschen und als Pellkartoffeln bissfest garen. Abgießen, pellen und abkühlen lassen.', 'Zwiebeln abziehen und sehr fein würfeln. Butter in einer Pfanne zerlassen, Zwiebeln darin glasig andünsten und abkühlen lassen.', 'Äpfel in kleine Würfel schneiden. Cornichons in Scheibchen schneiden, die Aufgussflüssigkeit aufbewahren.', 'Schmand mit Brühe und nach Geschmack mit Gurkenwasser vermischen.', 'Petersilie, Schnittlauch, Zwiebelstückchen und Apfelwürfel dazugeben. Mit Salz und Senf abschmecken.', 'Kartoffeln in gleichmäßige Scheiben schneiden.', 'Kartoffeln und Gemüsemischung schichtweise in eine Schüssel geben und dabei darauf achten, dass alle Kartoffelscheiben benetzt werden. Möglicherweise übrig gebliebene Schmand-Brühe-Flüssigkeit abschließend über allem verteilen.', 'Einige Stunden ruhig stehen lassen.']"
